"Txn Hash","UnixTimestamp","Date Time (UTC)","Action","Buyer","NFT","Token ID","Type","Quantity","Price","Market"
"0xaef1b815a338626d14d5512b55409e6bffad13a6750423d906ab2343d41fe288","1661385610","2022-08-25 00:00:10","Bought","0x7057095352107658857487807980915700439406","Snails Free Mint","86","721","1","0.15 ETH ($254.38)","OpenSea"
"0x96ce9ab1697113652f247a3e4ba009134dfa1ed56e5234f8b92a3c561ea82e67","1661385610","2022-08-25 00:00:10","Bought","0x0074422743625757233667550600855459906254","Pudgy Penguins Girls","8761","721","1","0.005 ETH ($8.48)","OpenSea"
"0xb6a085ba3d14c47a646d56dc14f26c596ef5f358dd555c1bf88f6f17b2bac2da","1661385610","2022-08-25 00:00:10","Bought","0xf5a5a7671b4f7cbd9f814d3cc034eeb235d464a0","Mbrayc","3131","721","1","0.00381 WETH ($6.46)","OpenSea"
"0xc7bfeb90090489ea46e287e182d9272bfb6e8cbdf17832a8b7a7df288bee2228","1661385610","2022-08-25 00:00:10","Bought","0x7482864877376250218002508033078810014000","Lady Rare Apepe YC","1082","721","1","0.00177 ETH ($3.00)","OpenSea"
"0xd891eb00b18215601192347b4e7e07cf66f76dd41445c9ec5160711145792c44","1661385610","2022-08-25 00:00:10","Bought","0x2289987553078740405061653676564247546048","V1 Phunks","893","721","1","0.0198 ETH ($33.58)","OpenSea"
"0x7d8a89f138b41c3bc1166f4e40e3cac1db2a6994dab1eeaaea8c49655cf17093","1661385610","2022-08-25 00:00:10","Bought","0x7940489286906958292385916340997002500200","0x6a47f2e78e6a594e594fd3e318f301e987b60d55","2","1155","1","0.0377 ETH ($63.93)","OpenSea"
"0x44819b9ce6d31458931d56f754ed80e32ec210ddede72145cb80fda5c0896787","1661385610","2022-08-25 00:00:10","Bought","0x8720412637515060633839162477506390167518","The Mutant Ape Saudis","2104","721","1","0.0033 ETH ($5.60)","OpenSea"
"0xee6ff32f070f029808dddfb00341b3c423305ad61233e853e8c02c78495f9e04","1661385610","2022-08-25 00:00:10","Bought","0x5125519215184580569796360379879821675021","My Final Form","1311","721","1","0.0493 ETH ($83.61)","OpenSea"
"0xf4baf70b1a9adfb1335df8bc7c0ff9630ec38853d6edd2f03221026cf5b3f5c8","1661385610","2022-08-25 00:00:10","Bought","0x4416816472301898657417836483735438513328","PLUTO","7154","721","1","0.196 ETH ($332.39)","OpenSea"
"0x3efe0c69b5744ff160082a64fc2a79b2007b23f4cb811b7ae3eb6d958e71ed5c","1661385610","2022-08-25 00:00:10","Bought","0x7905254301825067134979433551188539562215","The Quadratic Necromancer","1","1155","1","0.193 ETH ($327.30)","OpenSea"
"0x4633d0e902399a1853d8247ecadf94edcf70d967040b3a387c7f2962187cda48","1661385610","2022-08-25 00:00:10","Bought","0x3548376289384527123843832782889068005921","Appreciators","1751","721","1","0.021 ETH ($35.61)","OpenSea"
"0x836631daed2acdd77b845212ca7f95b8d6bcc539fe662a3adba006448eb63995","1661385634","2022-08-25 00:00:34","Bought","0x7707037135969330540877368080760907226004","Casual Sloths","2387","721","1","0.015 ETH ($25.44)","OpenSea"
"0x1eeeaa5d4f77bd285a052e8dc78007b43679a54407b5531b071c9588286b4385","1661385634","2022-08-25 00:00:34","Bought","0x7292052464800666068559978502270563715790","Fat Rat Mafia","7657","721","1","0.0095 ETH ($16.11)","OpenSea"
"0x1eeeaa5d4f77bd285a052e8dc78007b43679a54407b5531b071c9588286b4385","1661385634","2022-08-25 00:00:34","Bought","0x9401370638856083778925741891769346749746","Fat Rat Mafia","6485","721","1","0.008 ETH ($13.57)","OpenSea"
