"Txn Hash","UnixTimestamp","Date Time (UTC)","Action","Buyer","NFT","Token ID","Type","Quantity","Price","Market"
"0x8f027aa321e2c773558aa6666e97d0a003f6cc18514ec1043ba3a52bb928ce79","1660521642","2022-08-15 00:00:42","Bought","0x0242898947409653981417406535271259654645","Real Goblins","341","721","1","0.2175 ETH ($413.17)","OpenSea"
"0xf267a4c58936e4daa9493101f7f71f8b15b8e6f835b2b4640908e8f5d5c3d485","1660521642","2022-08-15 00:00:42","Bought","0x1014547803507611875330065542840262767430","Moon Owls NFT","321","721","1","0.044 ETH ($83.58)","OpenSea"
"0xb49b88abf0f764d7e8ff3ae37caeef58f165faf4589488d28e29ec3a1e1e1a15","1660521642","2022-08-15 00:00:42","Bought","0x3879637970588854575445042712222548475024","ENS Maxis","9138","721","1","0.0079 ETH ($15.01)","OpenSea"
"0xb49b88abf0f764d7e8ff3ae37caeef58f165faf4589488d28e29ec3a1e1e1a15","1660521642","2022-08-15 00:00:42","Bought","0x2977916407738087414032725414592595213456","ENS Maxis","9137","721","1","0.008 ETH ($15.20)","OpenSea"
"0xb49b88abf0f764d7e8ff3ae37caeef58f165faf4589488d28e29ec3a1e1e1a15","1660521642","2022-08-15 00:00:42","Bought","0x8742875754266966492994848761931618434192","ENS Maxis","9120","721","1","0.0074 ETH ($14.06)","OpenSea"
"0xb49b88abf0f764d7e8ff3ae37caeef58f165faf4589488d28e29ec3a1e1e1a15","1660521642","2022-08-15 00:00:42","Bought","0x2281453466402644033178781434200273042576","ENS Maxis","9126","721","1","0.0077 ETH ($14.63)","OpenSea"
"0xb49b88abf0f764d7e8ff3ae37caeef58f165faf4589488d28e29ec3a1e1e1a15","1660521642","2022-08-15 00:00:42","Bought","0x5063931679757025114655245495680634602352","ENS Maxis","9128","721","1","0.008 ETH ($15.20)","OpenSea"
"0xb49b88abf0f764d7e8ff3ae37caeef58f165faf4589488d28e29ec3a1e1e1a15","1660521642","2022-08-15 00:00:42","Bought","0x5908226080305165141980000373278515020656","ENS Maxis","9115","721","1","0.0071 ETH ($13.49)","OpenSea"
"0xb49b88abf0f764d7e8ff3ae37caeef58f165faf4589488d28e29ec3a1e1e1a15","1660521642","2022-08-15 00:00:42","Bought","0x6592519140002072597432408462509534985360","ENS Maxis","1706","721","1","0.0082 ETH ($15.58)","OpenSea"
"0xb49b88abf0f764d7e8ff3ae37caeef58f165faf4589488d28e29ec3a1e1e1a15","1660521642","2022-08-15 00:00:42","Bought","0x5585965771551969294846535098743700210544","ENS Maxis","1594","721","1","0.0073 ETH ($13.87)","OpenSea"
"0xb49b88abf0f764d7e8ff3ae37caeef58f165faf4589488d28e29ec3a1e1e1a15","1660521642","2022-08-15 00:00:42","Bought","0x1230023593207993472337070681093830982800","ENS Maxis","1574","721","1","0.007 ETH ($13.30)","OpenSea"
"0xb49b88abf0f764d7e8ff3ae37caeef58f165faf4589488d28e29ec3a1e1e1a15","1660521642","2022-08-15 00:00:42","Bought","0x7637323544731967214559737471353998689136","ENS Maxis","1393","721","1","0.007 ETH ($13.30)","OpenSea"
"0xef4627a7a60a01f661972643fbc855ce1e4c8d08e14c2f683b770e9287b422e4","1660521642","2022-08-15 00:00:42","Bought","0x4471734974059305356913867058628623533036","MOODIES BY HANUKA","5975","721","1","0.049 ETH ($93.08)","OpenSea"
