"Txn Hash","UnixTimestamp","Date Time (UTC)","Action","Buyer","NFT","Token ID","Type","Quantity","Price","Market"
"0x6e2c668f8c6876eb4b63612a6db6bb5dc6400d15a9cee17ea20217172e575adc","1663027201","2022-09-13 00:00:01","Bought","0x2540201606757165629316715001243067246272","Bored Gorilla Yacht Club","1183","721","1","0.02 ETH ($31.49)","OpenSea"
"0xcf35507e9d7d15ded21feda3ff5ce0e4139230acb62b6db50cb960ee0185ec09","1663027201","2022-09-13 00:00:01","Bought","0x1f5ba3cc69ab81c99720126b769f7869db90c65f","PEPETH","3417","721","1","0.00416 ETH ($6.55)","X2Y2"
"0x85ed6cdbde74da930f010a5cf96bcbdb406cf7ef907fc619f561cec1077deadb","1663027201","2022-09-13 00:00:01","Bought","0x8742617525212320860589489218376567098838","Metropolis World Passport","3717","721","1","0.11 ETH ($173.20)","OpenSea"
"0x15346c5654a50c5efcc2f7667935f9009f525fcb81c88ee03e21a7afed7702f6","1663027201","2022-09-13 00:00:01","Bought","0x7381105154335884189521019899710544601559","PEPETH","9200","721","1","0.0047 ETH ($7.40)","OpenSea"
"0x652d51fdcf5af97a8cfba37301e90e745f7fdba28dcccdddaf55a4e168abf868","1663027201","2022-09-13 00:00:01","Bought","0xf3bc36ff91f265268e4c91f339ff2a482b584274","Porkchamps","7700","721","1","0.0032 ETH ($5.04)","X2Y2"
"0xe21c3dce8fa617681990144acfa59aa558119964f59ebab3fc33a1ee2c19c537","1663027219","2022-09-13 00:00:19","Bought","0x065be254233e4779d53721682cbbe3466d0434a0","Tribe Odyssey","9805","721","1","0.11 WETH ($173.20)","OpenSea"
"0xecc663666e3ead86bc5a454deaac2c5b298e82e7260a58098be3ca87c5d80680","1663027219","2022-09-13 00:00:19","Bought","0x0022074287977464118286358493701463700282","Marimo","8275","721","1","0.0078 ETH ($12.28)","OpenSea"
"0x105d241243ccbe61fd8fb4fde6f93ca2c64e9f93ccf77e898f50bce1281b3d99","1663027219","2022-09-13 00:00:19","Bought","0x5211252786104219739286502485970532131925","Guilty Bunnies","2196","721","1","0.0025 ETH ($3.94)","OpenSea"
"0x7bb0001fd897d9aee13181e8e7365d7284dcc648707eebbb54f3d407bb956c91","1663027219","2022-09-13 00:00:19","Bought","0x8071427648608329574572018023494576844374","0xa604060890923ff400e8c6f5290461a83aedacec","24022912508817508199319788437121766259588087588617902734718768180442133692417","1155","1","0.01 ETH ($15.75)","OpenSea"
"0x2270f91b167660cfd0c9970196d6a5b0a01f0d70062e63d05bd83bcca86a9cf4","1663027223","2022-09-13 00:00:23","Bought","0x5908623072893554806056560995736790285121","LooksWhale69","3427","721","1","0.0054 ETH ($8.50)","OpenSea"
