"Txn Hash","UnixTimestamp","Date Time (UTC)","Action","Buyer","NFT","Token ID","Type","Quantity","Price","Market"
"0x6dc75f3abd24e7243a0fe6a522a024c514518a2fb74760da891997d2bf477074","1658275216","2022-07-20 00:00:16","Bought","0x2154013983138020136645719841691498399918","KINGSHIP","363","721","1","0.4 ETH ($608.69)","OpenSea"
"0x2f7c62b0ec218051d3c09301c7ed3edd336cb119cab715dafccf627fb7665dae","1658275216","2022-07-20 00:00:16","Bought","0x5769817705656293868544754237410266202992","WAGMI BITCHES","5370","721","1","0.0111 ETH ($16.89)","OpenSea"
"0xbcd9b6cc6a5033e4c69ba232cbbe9bd1feb76c1d8b90fc97484b5dbf4e4e75c4","1658275216","2022-07-20 00:00:16","Bought","0x6511376177901432682846187671779692445505","Nickelodeon","5230","721","1","0.21 ETH ($319.56)","OpenSea"
"0xd527cfada5f4b4320d35e1c8d9aac3d55be8e1e2f2fc418d7a43e9b8c20e1478","1658275229","2022-07-20 00:00:29","Bought","0x5e58538cc693b1099c68d7fef963c1f148dae8cb","Ventana","643","721","1","0.355 WETH ($540.21)","OpenSea"
"0xc19c0e022b0c0a8e4bcc218160b6ff0afcedb05918e0ab1df69f88d4e153e642","1658275229","2022-07-20 00:00:29","Bought","0x0881525222024621085816714390138073637869","MEGAMI","2337","721","1","0.1 ETH ($152.17)","OpenSea"
"0x6a65a880b56cbafdc47121bec35f54e37e70c0bb75d6572049f461dbb5baeaaf","1658275229","2022-07-20 00:00:29","Bought","0x8368792216396537854201212129771423919614","Bloodshed Bears TreeHouse","6137","721","1","0.008 ETH ($12.17)","OpenSea"
"0x3b34860973b214d58a94f69ca5ef797b791993cc203e97bce8f2857adb5fc749","1658275229","2022-07-20 00:00:29","Bought","0x9786487414976866510771500591078400344537","LeapN Royal VIP","1","1155","1","0.0349 ETH ($53.11)","OpenSea"
"0x2b7c5226e4eb4b3992650f1e805af01a02c1b463375a9a16e2b0e1d9353f0711","1658275249","2022-07-20 00:00:49","Bought","0x8230675108838239404854553539222006357864","WAGMI ARMY","6559","721","1","0.05 ETH ($76.09)","OpenSea"
"0x623afbf6953bf58b6dab7e0f45d156e7f2927e9e27970c3636003469eb4c7bb2","1658275249","2022-07-20 00:00:49","Bought","0x64aa6b8f0e11473e5ef63a224e6e4e3ac63ef954","DopeApeClub","3433","721","1","0.04 WETH ($60.87)","OpenSea"
"0xaef9c01d757ba46aca67f95a72fcd83064c6a79600471590d5ecf2a1f417672f","1658275249","2022-07-20 00:00:49","Bought","0x0460713819090764852200200613176746322819","Babies","411","721","1","0.065 ETH ($98.91)","OpenSea"
"0xe120370a171030c0f2ceb4e14712a0d3d136edf4a1c0e2b62f8711edfa6a1a55","1658275249","2022-07-20 00:00:49","Bought","0x55684b89adf372cc3091975633bd7128da3a46bc","Moon Bats","7141","721","1","0.02155 WETH ($32.79)","OpenSea"
"0x2da4ec8cdc30685996ba85c9fac559483e5f3227193f6187631d5fbfa3ce0527","1658275249","2022-07-20 00:00:49","Bought","0x8405446080510854076518798156740480440046","Bored Bits Yacht Club","7552","721","1","0.0279 ETH ($42.46)","OpenSea"
"0x095f2316bfaeaa9674f3c310075f456edf3c9a9ce373d18031102fd5ebd8a932","1658275261","2022-07-20 00:01:01","Bought","0x7238063060382407887696190824289930798582","Ventana","767","721","1","0.367 ETH ($558.47)","OpenSea"
"0x57c574b08c0fb2b2a40100e50989c8ef08c86e6a7394a663a16430d7614ed4cf","1658275261","2022-07-20 00:01:01","Bid Won","0x0694e8c9d228435c1053fcda01809196d82549d2","Gutter Juice","3565","721","1","0.22 WETH ($334.78)","LooksRare"
"0x63267ed6d3a0af3cb0574ed4bcea76232d3dfefe03b4a24b2c38788a1771ef5f","1658275271","2022-07-20 00:01:11","Bought","0x0009487168704161515863657466577727238858","Moonbirds Oddities","4326","721","1","2.98 ETH ($4,534.73)","OpenSea"
"0x8e19c873c690eee073dbbfaf62454c89f0739379490db41bd0c08fe3e6c23c43","1658275271","2022-07-20 00:01:11","Bought","0x9653612608490235010057119215632674793505","TheEuropeans","2798","721","1","0.0095 ETH ($14.46)","OpenSea"
"0x2fe155008d5da786792a5a022cb75874ca4351d4af90d7c0dd8b07450fb6b0c7","1658275271","2022-07-20 00:01:11","Bought","0x650915fcd9f4d7c186affba606ca5bae1d05f4a5","ImmortalPlayerCharacter","4995","721","1","0.06 WETH ($91.30)","OpenSea"
"0xa506b54bfe20cf0e3c34c245ddebfd02ebd0b3bd177f4d09dca5531c918a06d2","1658275271","2022-07-20 00:01:11","Bought","0x8511976675617727919369613275328204439361","Nickelodeon","5768","721","1","0.12 ETH ($182.61)","OpenSea"
"0xc843f4942d837ac7bcc77de2d44c0083225384accb1988b9d10cb0521809318a","1658275271","2022-07-20 00:01:11","Bought","0x3453600218548838797729472774926114137576","Loot","6291","721","1","1.3 ETH ($1,978.24)","OpenSea"
"0xe8ec66476cfa39ce661e29a3ef52a04b0e4c143f8fe3517a0c6781ce058bb56e","1658275289","2022-07-20 00:01:29","Bought","0xfca3097afc3857bf7f4f72fce8b02782b3f79deb","Nexus Keys","3","1155","1","0.026 WETH ($39.56)","OpenSea"
"0xaaf13eeded6d5f2fdc715dadb916c39388089b04583ed27657fc926ed3c70578","1658275289","2022-07-20 00:01:29","Bought","0x6877837263238131458959761085244066496500","Boki","569","721","1","0.35 ETH ($532.60)","OpenSea"
"0x98d568ceb1124eab9ffbbe137233be62409b1f2f4d5c2b642952a05d4b0b5445","1658275289","2022-07-20 00:01:29","Bought","0x0796581861720807514532523792964556963456","The Americans Scroll","2972","721","1","0.01 ETH ($15.22)","OpenSea"
"0x5391be5fb9f1542374daab1df497517c14804b086a1218eb284787f9358e1e51","1658275289","2022-07-20 00:01:29","Bought","0x1415864922546069625508943129488638174063","HALFLINGS","8608","721","1","0.0117 ETH ($17.80)","OpenSea"
