"Txn Hash","UnixTimestamp","Date Time (UTC)","Action","Buyer","NFT","Token ID","Type","Quantity","Price","Market"
"0xdb461b8be850043c1a435e037e75dcbe9e3c9a700f27346473c8a05ccd180c61","1660780818","2022-08-18 00:00:18","Bought","0x7568269172135915045004375462460414931782","Moon Owls NFT","1353","721","1","0.098 ETH ($180.94)","OpenSea"
"0xed8663fb35cc1691edf51ac0358866da64a97203d80d17eb3a72f01f94eb14ca","1660780833","2022-08-18 00:00:33","Bought","0x510174136eeba4092d69769298643284798bd3f2","KumaVerse","780","721","1","0.065 WETH ($120.01)","OpenSea"
"0xd291a774df1a32e6df607630e9039903d50ba13a92477c19757ea09a33016340","1660780833","2022-08-18 00:00:33","Bought","0x3164309937435243419348277615761349336106","Potatoz","4726","721","1","1.3 ETH ($2,400.27)","OpenSea"
"0x7efefd565ec8076f8746fa765d66909564bbce57e562406c5a47083a1f7eeb26","1660780833","2022-08-18 00:00:33","Bought","0x7192997999388868645416149879531330053275","Metafans Collection","4409","721","1","0.034 ETH ($62.78)","OpenSea"
"0x77095441dc525a259b086541dbd42c437c14babb7e28ecad314f4c5b1c0b94d8","1660780833","2022-08-18 00:00:33","Bought","0x9921045126217465757821735151530950439750","Moon Owls NFT","1024","721","1","0.158 ETH ($291.72)","OpenSea"
"0x77095441dc525a259b086541dbd42c437c14babb7e28ecad314f4c5b1c0b94d8","1660780833","2022-08-18 00:00:33","Bought","0x0554932288786601217525156553377252291398","Moon Owls NFT","1062","721","1","0.115 ETH ($212.33)","OpenSea"
"0x77095441dc525a259b086541dbd42c437c14babb7e28ecad314f4c5b1c0b94d8","1660780833","2022-08-18 00:00:33","Bought","0x2307744889639592300951568463486661342022","Moon Owls NFT","887","721","1","0.098 ETH ($180.94)","OpenSea"
"0x77095441dc525a259b086541dbd42c437c14babb7e28ecad314f4c5b1c0b94d8","1660780833","2022-08-18 00:00:33","Bought","0x1440122458226772772810436535472551801670","Moon Owls NFT","102","721","1","0.2 ETH ($369.27)","OpenSea"
"0x77095441dc525a259b086541dbd42c437c14babb7e28ecad314f4c5b1c0b94d8","1660780833","2022-08-18 00:00:33","Bought","0x7384997149800416755538459682240385862842","Moon Owls NFT","106","721","1","0.11 ETH ($203.10)","OpenSea"
"0xbe5a26ffb59a746ffc14aed0d1bb14b311663631895d9438e5b5cc3593e8e9c0","1660780833","2022-08-18 00:00:33","Bought","0x5289198712289935922396236821515362439645","parallel","10655","1155","1","0.0041 ETH ($7.57)","OpenSea"
"0x82635e0ac869b3035beba86c211a1f0764de9872d543a02b959d3299211ce29c","1660780833","2022-08-18 00:00:33","Bought","0x7887043482362315194089155977813643980464","PARTICIPANTS","843","721","1","0.0045 ETH ($8.31)","OpenSea"
"0x7ca41975262d6c240d2ca1e6ab9d7e1b2f6bc35ac4c3c1165c31c272bcb6b8ed","1660780833","2022-08-18 00:00:33","Bought","0x6529097106146558039859604283372356807553","DeGenerativeApepes","1110","721","1","0.0088 ETH ($16.25)","OpenSea"
"0xb4eb635225e2b5d46c0136e267804758ba618c412b16653f471be47c2efe86b3","1660780846","2022-08-18 00:00:46","Bought","0x9760215456200850343894103002534223980313","Cosmic Clones","2399","721","1","0.0199 ETH ($36.74)","OpenSea"
"0x63e387a01aa0e6f57643af2a99d58031d8946f64c968e0888212eb8e0b9f34b8","1660780846","2022-08-18 00:00:46","Bought","0x7456660802352876764885242079928073491825","Dopeys","3510","721","1","0.0072 ETH ($13.29)","OpenSea"
"0x06d97a77c4b05cfe6658d0dd1243c1709b7c70604e0f0047fd728c6d9c73e67b","1660780846","2022-08-18 00:00:46","Bought","0x055f84e1cf6ec731ce847ef54cfd7ab95a600fa2","CerealClub","8884","721","1","0.025 WETH ($46.16)","OpenSea"
"0x5fd296db9ff2b812af31036352c111e09f501064174b95a252d93f9d5fe06e97","1660780846","2022-08-18 00:00:46","Bought","0x5373110723887761236513761828466371160719","Dopeys","3511","721","1","0.008 ETH ($14.77)","OpenSea"
"0xf7dfb0fc00c1b4833ace382eeee0f5956b98167e72288cdce007b49c44186513","1660780846","2022-08-18 00:00:46","Bought","0x4996264003695190104127540403305572821647","Dopeys","2716","721","1","0.007 ETH ($12.92)","OpenSea"
"0x93faa36925f4b5e754dfe0b3c6c26ed6d5fc708c48ff46ce3feffd6001d0bb9d","1660780846","2022-08-18 00:00:46","Bought","0x1a3417c6c11f884f45a872f7c16d3dc1bbbf6921","RareApepeYachtClub","2368","721","1","0.5 WETH ($923.18)","OpenSea"
"0x1833ee383deeb79311e2bfed28ad43b0d2afc20562cb495ba1312c3bc67be399","1660780847","2022-08-18 00:00:47","Bought","0x6923420398279470775717835230013979995581","The Possessed","4019","721","1","0.1 ETH ($184.64)","OpenSea"
