"Txn Hash","UnixTimestamp","Date Time (UTC)","Action","Buyer","NFT","Token ID","Type","Quantity","Price","Market"
"0x0739681b49206904893d8299f93ad5ee408acf4224918dd4141e2dc13bfdec09","1663372823","2022-09-17 00:00:23","Bought","0x5524844503164853475720916497263341660285","SteezyApeGang","2669","721","1","0.0792 ETH ($116.35)","OpenSea"
"0xbd03f0e402d5580f01abd7dce7225698308275a59a69d092a3218a41a9eebaad","1663372823","2022-09-17 00:00:23","Bought","0x0998125259502738310100434200956281429819","Kung Fungus","1940","721","1","0.0018 ETH ($2.64)","OpenSea"
"0x328a9ffc85cac9a64667643817296090ad65d44148f72c99cb9394c29ece7719","1663372823","2022-09-17 00:00:23","Bought","0x6899282598263171435116658085815717926787","SteezyApeGang","1890","721","1","0.075 ETH ($110.18)","OpenSea"
"0xc45603004f1a0bae40af250a3d735b503cee688c8c4cf0b6b56327bd61e96a04","1663372823","2022-09-17 00:00:23","Bought","0x3901435714608194084214978369479093502814","EIPandas","4670","721","1","0.0085 ETH ($12.49)","OpenSea"
"0xf4fc985e6ea5f8dbfcb65a2d690a19acce24cbd36dfc618c56e5b0b04c2266a8","1663372823","2022-09-17 00:00:23","Bought","0x0587472870bd8483c2e1cb0d7a9cc0fe04161318","Phoenixes","665","721","1","0.025 WETH ($36.73)","OpenSea"
"0x798d6319c4a66da4e006c225893adc66c47141a24c86a5a6162b589238d382d9","1663372823","2022-09-17 00:00:23","Bought","0x4118490032486444614773036271656066097344","Gama Summons","4942","721","1","0.0018 ETH ($2.64)","OpenSea"
"0x798d6319c4a66da4e006c225893adc66c47141a24c86a5a6162b589238d382d9","1663372823","2022-09-17 00:00:23","Bought","0x9612101084609300811756414978189220144495","Gama Summons","4440","721","1","0.0017 ETH ($2.50)","OpenSea"
"0x798d6319c4a66da4e006c225893adc66c47141a24c86a5a6162b589238d382d9","1663372823","2022-09-17 00:00:23","Bought","0x4436875185395319536023943937617680146624","Gama Summons","4263","721","1","0.0019 ETH ($2.79)","OpenSea"
"0x798d6319c4a66da4e006c225893adc66c47141a24c86a5a6162b589238d382d9","1663372823","2022-09-17 00:00:23","Bought","0x3191392966386926767897912455433404048751","Gama Summons","3650","721","1","0.0016 ETH ($2.35)","OpenSea"
"0x798d6319c4a66da4e006c225893adc66c47141a24c86a5a6162b589238d382d9","1663372823","2022-09-17 00:00:23","Bought","0x0712510819685675159736660528815938706065","Gama Summons","3649","721","1","0.0018 ETH ($2.64)","OpenSea"
"0x798d6319c4a66da4e006c225893adc66c47141a24c86a5a6162b589238d382d9","1663372823","2022-09-17 00:00:23","Bought","0x4098836072309227901265675379373853612689","Gama Summons","3651","721","1","0.0015 ETH ($2.20)","OpenSea"
"0x798d6319c4a66da4e006c225893adc66c47141a24c86a5a6162b589238d382d9","1663372823","2022-09-17 00:00:23","Bought","0x6513323240703289022030678794088345510080","Gama Summons","2288","721","1","0.0016 ETH ($2.35)","OpenSea"
"0x149cfe0941957146408bf9d4c3e7c6004f9da98cb9dc88d84b67bab5de0098b0","1663372823","2022-09-17 00:00:23","Bought","0x5367477743104384559892585596121123538139","Kryptoria: Alpha Citizens","8953","721","1","0.052 ETH ($76.39)","OpenSea"
"0x5454baa7791f372820a57e1cecc6d0965e2f61d05b017e24fc8e00307d41ab4e","1663372823","2022-09-17 00:00:23","Bought","0x8909805242131579378351225171236212676928","Bored Gorilla Yacht Club","3913","721","1","0.0125 ETH ($18.36)","OpenSea"
