"Txn Hash","UnixTimestamp","Date Time (UTC)","Action","Buyer","NFT","Token ID","Type","Quantity","Price","Market"
"0x542b6cfc4d9a4a774b9b2dc405014c3911a3d27686824f9f6c0992a452cce8ad","1661817620","2022-08-30 00:00:20","Bought","0x9202971814252050330829872055548419332327","Unfudables","5976","721","1","0.008 ETH ($12.20)","OpenSea"
"0x0d1134250661d24de56be5f3d816035e37dba14f30e7f8e63a168291bda2a8d5","1661817620","2022-08-30 00:00:20","Bought","0xefe119342130da504b2da57a6514ee4f99b7fd6b","CryptoSimeji","1515","721","1","0.117 ETH ($178.38)","X2Y2"
"0xacebdd401b45e6ae793fc14d337b5c2373134a1413342d1723fa6081f8f25168","1661817620","2022-08-30 00:00:20","Bought","0x2747396672978877660292793062552496164135","Sappy Seals","2519","721","1","0.598 ETH ($911.72)","OpenSea"
"0xb01cac5f211455c671900415ce5c001c40653730c0cfdba67fa813cb3da44417","1661817620","2022-08-30 00:00:20","Bought","0x9118705860493644952195086108260207202867","Daydreamers","5404","721","1","0.0985 ETH ($150.18)","OpenSea"
"0x4ab10c217324d8dfcad2a9558daa1e37e0862436943d3865e293e187a9d2c945","1661817620","2022-08-30 00:00:20","Bought","0x1443359724128499017198885305394921121561","Unfudables","5985","721","1","0.008 ETH ($12.20)","OpenSea"
"0x77355f28e07bde1a1c2926a8dc7e873cfd7bcda22203ac796e37e4516d1a3b9a","1661817620","2022-08-30 00:00:20","Bought","0x5355248715327119283346145716239635905045","CryptoSimeji","7278","721","1","0.123 ETH ($187.53)","OpenSea"
"0x02714e50054216026f4189e437de709ae54d2282ba83aa2edd7b5265fc4cda0c","1661817620","2022-08-30 00:00:20","Bought","0x5342581845135058459346036568100329997254","Sick Ape Society Genesis","664","721","1","0.013 ETH ($19.82)","OpenSea"
"0x208f931911aa54443385fff99d096fc53d885d7c163227c84d1631032100e833","1661817620","2022-08-30 00:00:20","Bought","0x2330666319102798312930918709759030503193","Unfudables","5977","721","1","0.008 ETH ($12.20)","OpenSea"
"0x8bce78e96c8ac9077fd9f8338e88f134dade7dd81b816db0d3661d270626f493","1661817620","2022-08-30 00:00:20","Bought","0x2605473250447335943728649166927813761255","Unfudables","1468","721","1","0.0083 ETH ($12.65)","OpenSea"
"0xa40e9a42cfb54e076f64b87413fe05c15285a62d1ab7a91ff819435034a6618c","1661817620","2022-08-30 00:00:20","Bought","0x8022928255376653549313229759944400217881","Unfudables","626","721","1","0.0089 ETH ($13.57)","OpenSea"
"0x0968326ddba389f51c5d0df5cdfcbe8042dc5baf2499ad99b3ee071271f419f6","1661817620","2022-08-30 00:00:20","Bought","0x3008840501645196280703856166171490736359","Unfudables","5982","721","1","0.008 ETH ($12.20)","OpenSea"
"0xac14ce8bd86e02abec1f53d7e463cbc2cd0d09fc564c614800ddd6147bd267fd","1661817620","2022-08-30 00:00:20","Bought","0x6846242866659628618448637539950498435706","CHIMNEY TOWN DAO","9003","721","1","0.014 ETH ($21.34)","OpenSea"
"0xc16936f5a313471d4e608301d357f80b4f2d1833b095145e4bf3598fec2cf942","1661817620","2022-08-30 00:00:20","Bought","0x4653038665107449416187004286981929255707","POW","3822","721","1","0.02188 ETH ($33.36)","OpenSea"
"0x02503d2b71c12dfc3902e81f90743127ce746178b1e3ba30f3a52b229ff6286f","1661817620","2022-08-30 00:00:20","Bought","0x0449668228449211598542958967610358277913","Unfudables","1532","721","1","0.0087 ETH ($13.26)","OpenSea"
"0x48165064ddfa01d4c1db3bb193e628df33b2b1995c8a5003aa5e8b5f08711e8f","1661817620","2022-08-30 00:00:20","Bought","0x5529420669841076627165638018453077387031","People Of Crypto","3353","721","1","0.054 ETH ($82.33)","OpenSea"
"0x09befa3eb4effd0564e3a3189c769e688420cab889b61645c4b137ebd8519684","1661817620","2022-08-30 00:00:20","Bought","0x6822223308365194422185195893566884980505","Unfudables","343","721","1","0.0087 ETH ($13.26)","OpenSea"
"0x15fd0c790ee5e69afc914a70e8699c2c8c93a82303c35d2529414813257a3b34","1661817620","2022-08-30 00:00:20","Bought","0x1f3b00363a447c88a255ea329c3e8e96c8872196","POW","3379","721","1","0.02 ETH ($30.49)","X2Y2"
"0x1e359fdeba9032d4e5bd83744e11e07775ef9d47a744bbbf675cae2ea5dc257f","1661817620","2022-08-30 00:00:20","Bought","0x6247320923354019271073551489742572633546","Sandbox's ASSETs","24526111578964355427464788391204295010760968458116003736309517252594046615554","1155","1","0.00021 ETH ($0.32)","OpenSea"
"0xb8ea7d20124f0a1c7c283f3c261a0c23b45f4bc5c92caeb9dd5520d17347ce55","1661817620","2022-08-30 00:00:20","Bought","0x5614060926158322150152730548455502051861","CryptoSimeji","9605","721","1","0.122 ETH ($186.00)","OpenSea"
"0x39fa94615e0215b89c23816c47509a31e8eea9b69551cacdb34551fc5b929198","1661817620","2022-08-30 00:00:20","Bought","0x1288eb773f9ab5fd2368c870f02aaf97a7bfce9c","0x4365b5313efbff83e8e112a8519998e6677ebb70","1","1155","1","0.1 WETH ($152.46)","OpenSea"
"0x03b78153162547ee251aa746c2b608a27fdf8b9371c8892e7528981183d02c05","1661817620","2022-08-30 00:00:20","Bought","0x3561948558766183783773961712696955783054","EightBit Loot","216","1155","1","0.1 ETH ($152.46)","OpenSea"
"0x778d3fb2547bc12a860e2b25eb9d82492e785e1f3623143a6613c97e412f2bd6","1661817620","2022-08-30 00:00:20","Bought","0x9033903296282344985215113730944155690777","Unfudables","5368","721","1","0.0083 ETH ($12.65)","OpenSea"
"0x778d3fb2547bc12a860e2b25eb9d82492e785e1f3623143a6613c97e412f2bd6","1661817620","2022-08-30 00:00:20","Bought","0x1115191995878894811089275156469334583065","Unfudables","443","721","1","0.0082 ETH ($12.50)","OpenSea"
"0x84088f2fea5609caa1db908244885995dc61d3b15efb139c9f37dac4daba03b5","1661817620","2022-08-30 00:00:20","Bought","0x2995638713800073807100663107856690327195","Impostors Materials Box","3840","721","1","0.07685 ETH ($117.17)","OpenSea"
