"Txn Hash","UnixTimestamp","Date Time (UTC)","Action","Buyer","NFT","Token ID","Type","Quantity","Price","Market"
"0x6276a8637ce06756c04db425617176b6b123576cc191a27296372c3f02a6edb6","1664496011","2022-09-30 00:00:11","Bought","0x6293941627031187146163156523185419757337","Lost Miner Claim Pass","3285","721","1","0.038 ETH ($50.49)","OpenSea"
"0xab19698e7e4aac6a11114f866962d2a1f2bef93fac0b7edd570b28207347004f","1664496011","2022-09-30 00:00:11","Bought","0x0347987704163320924511436725599298590669","Squarmies","1088","721","1","0.012 ETH ($15.94)","OpenSea"
"0x2c8f198b7b08647aaf39b38577bb9c3b05b809098728b9723048004edc4a5959","1664496011","2022-09-30 00:00:11","Bought","0x7098590630415783682488705098181934188099","0xa604060890923ff400e8c6f5290461a83aedacec","23124746467501128231602027721724881348627219086917453498486922597925029675009","1155","1","0.0059 ETH ($7.84)","OpenSea"
"0xe962d4d5bee151bf956c345b53f03fdd3d8ef4a16cfbcf87b5fdfc0fe0ab4824","1664496011","2022-09-30 00:00:11","Bought","0x8860458517011938050599373797750592810686","RENGA","4809","721","1","1.65 ETH ($2,192.36)","OpenSea"
"0xe43c6f51789a0bba45490e808a40100b50514e1688638eb48d319fbb41e78290","1664496011","2022-09-30 00:00:11","Bought","0x6dcf1d3259c8a188e265ff72da5bd90f656df566","RebelBots","1310","721","1","0.1209 WETH ($160.64)","OpenSea"
"0xef2fd3a10147b6a288ed6eb632bf3f844b2b95859923e633c5f46029e7ee197c","1664496011","2022-09-30 00:00:11","Bought","0x0768464021526131664396825757892905545780","Pxlbots","483","721","1","0.0044 ETH ($5.85)","OpenSea"
"0x666283d79f334a54f1e8903697cf19ecda85a80cccb4604c2faee4876b4f79e8","1664496011","2022-09-30 00:00:11","Bought","0x5124506439527184760223711087512095529990","KILLABEARS","166","721","1","1.05 ETH ($1,395.14)","OpenSea"
"0x8510803f5c5e49094220a7dec6aa8db5423dac34e41e9e4c821605855adc2590","1664496011","2022-09-30 00:00:11","Bought","0x7069464882736221317516916875446261680340","Just Ethereum Ape.","611","721","1","0.01 ETH ($13.29)","OpenSea"
"0x8510803f5c5e49094220a7dec6aa8db5423dac34e41e9e4c821605855adc2590","1664496011","2022-09-30 00:00:11","Bought","0x9011628909240468944725622823666163873580","Just Ethereum Ape.","610","721","1","0.01 ETH ($13.29)","OpenSea"
"0x8510803f5c5e49094220a7dec6aa8db5423dac34e41e9e4c821605855adc2590","1664496011","2022-09-30 00:00:11","Bought","0x2963467151095864505788703148918291335380","Just Ethereum Ape.","609","721","1","0.01 ETH ($13.29)","OpenSea"
"0x8510803f5c5e49094220a7dec6aa8db5423dac34e41e9e4c821605855adc2590","1664496011","2022-09-30 00:00:11","Bought","0x1713453603568928727608816134581689551060","Just Ethereum Ape.","608","721","1","0.01 ETH ($13.29)","OpenSea"
"0x8510803f5c5e49094220a7dec6aa8db5423dac34e41e9e4c821605855adc2590","1664496011","2022-09-30 00:00:11","Bought","0x3614285726285808326183767728178899679020","Just Ethereum Ape.","607","721","1","0.01 ETH ($13.29)","OpenSea"
"0x8510803f5c5e49094220a7dec6aa8db5423dac34e41e9e4c821605855adc2590","1664496011","2022-09-30 00:00:11","Bought","0x0313788240702617050468073892118125049644","Just Ethereum Ape.","606","721","1","0.01 ETH ($13.29)","OpenSea"
"0x8510803f5c5e49094220a7dec6aa8db5423dac34e41e9e4c821605855adc2590","1664496011","2022-09-30 00:00:11","Bought","0x9878516288465913924631756175447404349652","Just Ethereum Ape.","605","721","1","0.01 ETH ($13.29)","OpenSea"
"0x8510803f5c5e49094220a7dec6aa8db5423dac34e41e9e4c821605855adc2590","1664496011","2022-09-30 00:00:11","Bought","0x1301704526892183611588998968046926919468","Just Ethereum Ape.","604","721","1","0.01 ETH ($13.29)","OpenSea"
"0x8510803f5c5e49094220a7dec6aa8db5423dac34e41e9e4c821605855adc2590","1664496011","2022-09-30 00:00:11","Bought","0x0840697544271526392956548483264335349972","Just Ethereum Ape.","603","721","1","0.01 ETH ($13.29)","OpenSea"
"0x8510803f5c5e49094220a7dec6aa8db5423dac34e41e9e4c821605855adc2590","1664496011","2022-09-30 00:00:11","Bought","0x2215414949092329419776575046302863947564","Just Ethereum Ape.","602","721","1","0.01 ETH ($13.29)","OpenSea"
"0x771408af2b80a87d428decb39957eed44bcb5f559b5c0ac4e7ba989d77c3efd7","1664496023","2022-09-30 00:00:23","Bought","0x6454439754620262892539443179038991819573","UMYC","3624","721","1","0.0083 ETH ($11.03)","OpenSea"
"0x943083d152d1f06ec7c23d5032a57cd511454781172051ff3ba32b0bfa8f27a4","1664496023","2022-09-30 00:00:23","Bought","0xfcd51ce91d05ffef2a678b6b15579cef0c28680a","Munko","6204","721","1","0.0402 WETH ($53.41)","OpenSea"
